Unnamed: 0,m/z,Composition,Glycan Structure,Name,Glycoprofiles
168,1551,NeuAc(1)Hex(3)HexNAc(3)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7b:x_dgal_HEX_x:x
8b:x_dglc_HEX_x:x
9b:x_dgal_HEX_x:x
10b:a_lgal_HEX_x:x|6:d
11s:n_acetyl
12s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6o(_1+1)7d
7:7o(_1+1)8d
8:8o(_1+1)9d
9:9o(2+1)10d
10:8d(2+1)11n
11:6d(2+1)12n
",1551_2,"['P1TS', 'P10H']"
169,1552,Hex(3)HexNAc(3)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6b:x_lgal_HEX_x:x|6:d
7b:x_dgal_HEX_x:x
8b:x_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11s:n_acetyl
12s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5o(_1+1)6d
6:5o(_1+1)7d
7:7o(_1+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:8d(2+1)11n
11:5d(2+1)12n
",1552_1,['P7TA_AG']
170,1552,Hex(3)HexNAc(3)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6s:n_acetyl
7b:b_dglc_HEX_x:x
8b:x_lgal_HEX_x:x|6:d
9b:x_dgal_HEX_x:x
10b:a_lgal_HEX_x:x|6:d
11b:a_dgal_HEX_x:x
12s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:1o(6+1)7d
7:7o(_1+1)8d
8:7o(_1+1)9d
9:9o(2+1)10d
10:9o(3+1)11d
11:7d(2+1)12n
",1552_2,['P1TI']
171,1552,Hex(3)HexNAc(3)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:10o(2+1)11d
11:8d(2+1)12n
",1552_3,['P7TA_AG']
172,1552,Hex(3)HexNAc(3)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6s:n_acetyl
7b:b_dgal_HEX_x:x
8b:a_lgal_HEX_x:x|6:d
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7o(2+1)8d
8:1o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(2+1)12d
",1552_4,['P1TS']
173,1552,Hex(3)HexNAc(3)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6s:n_acetyl
7b:b_dgal_HEX_x:x
8b:a_lgal_HEX_x:x|6:d
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7o(2+1)8d
8:7o(3+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(2+1)12d
",1552_5,"['P1TS', 'P4TI', 'P9H', 'P10H']"
174,1557,NeuAc(2)Hex(2)HexNAc(2)dHex(1)Sul(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:a_lgal_HEX_x:x|6:d
9b:b_dgal_HEX_x:x
10b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
11s:n_acetyl
12s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(3+1)8d
8:6o(4+1)9d
9:9o(3+2)10d
10:10d(5+1)11n
11:6o(6+1)12n
",1557,['P2TS']
175,1559,Hex(4)HexNAc(4)Sul(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:x_dglc_HEX_x:x
7b:x_dgal_HEX_x:x
8b:x_dglc_HEX_x:x
9b:x_dgal_HEX_x:x
10s:n_acetyl
11s:n_acetyl
12s:n_acetyl
13s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4o(_1+1)5d
5:5o(_1+1)6d
6:6o(_1+1)7d
7:7o(_1+1)8d
8:8o(_1+1)9d
9:8d(2+1)10n
10:6d(2+1)11n
11:4d(2+1)12n
12:4o(6+1)13n
",1559,['P4TS']
176,1568,Hex(4)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7s:n_acetyl
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12b:a_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:5o(2+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
",1568_1,['P10H']
177,1568,Hex(4)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7s:n_acetyl
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12b:a_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:5o(2+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
",1568_2,['P10H']
178,1568,Hex(4)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6b:b_dglc_HEX_x:x
7b:x_dgal_HEX_x:x
8b:x_dglc_HEX_x:x
9b:x_dgal_HEX_x:x
10b:a_lgal_HEX_x:x|6:d
11s:n_acetyl
12s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:1o(6+1)6d
6:6o(_1+1)7d
7:7o(_1+1)8d
8:8o(_1+1)9d
9:9o(2+1)10d
10:8d(2+1)11n
11:6d(2+1)12n
",1568_3,['P9H']
179,1593,Hex(2)HexNAc(4)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6s:n_acetyl
7b:b_dglc_HEX_x:x
8b:x_lgal_HEX_x:x|6:d
9b:x_dgal_HEX_x:x
10b:a_lgal_HEX_x:x|6:d
11b:a_dgal_HEX_x:x
12s:n_acetyl
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:1o(6+1)7d
7:7o(_1+1)8d
8:7o(_1+1)9d
9:9o(2+1)10d
10:9o(3+1)11d
11:11d(2+1)12n
12:7d(2+1)13n
",1593,['P7TA_AG']
180,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11s:n_acetyl
12b:b_dglc_HEX_x:x
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:8d(2+1)11n
11:1o(6+1)12d
12:12d(2+1)13n
",1609_1,['P9H']
181,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12b:b_dglc_HEX_x:x
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:1o(6+1)12d
12:12d(2+1)13n
",1609_2,['P8H']
182,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_HEX_x:x
5s:n_acetyl
6b:b_dglc_HEX_x:x
7b:x_dgal_HEX_x:x
8b:x_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12s:n_acetyl
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4d(2+1)5n
5:1o(6+1)6d
6:6o(_1+1)7d
7:7o(_1+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:10o(2+1)11d
11:8d(2+1)12n
12:6d(2+1)13n
",1609_3,['P7TA_AG']
183,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12b:b_dglc_HEX_x:x
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:1o(6+1)12d
12:12d(2+1)13n
",1609_4,['P8H']
184,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7b:a_dgal_HEX_x:x
8s:n_acetyl
9s:n_acetyl
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
13b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:7d(2+1)8n
8:4d(2+1)9n
9:1o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(2+1)13d
",1609_5,"['P7TA_AG', 'P8H']"
185,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6s:n_acetyl
7b:b_dglc_HEX_x:x
8b:x_dgal_HEX_x:x
9b:x_dglc_HEX_x:x
10b:x_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12s:n_acetyl
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:1o(6+1)7d
7:7o(_1+1)8d
8:8o(_1+1)9d
9:9o(_1+1)10d
10:10o(2+1)11d
11:9d(2+1)12n
12:7d(2+1)13n
",1609_6,['P8H']
186,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7s:n_acetyl
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12b:a_dgal_HEX_x:x
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:5o(2+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
12:12d(2+1)13n
",1609_7,['P8H']
187,1625,Hex(4)HexNAc(4)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6s:n_acetyl
7b:b_dglc_HEX_x:x
8b:x_dgal_HEX_x:x
9b:x_dglc_HEX_x:x
10b:x_lgal_HEX_x:x|6:d
11b:x_dgal_HEX_x:x
12s:n_acetyl
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4d(2+1)6n
6:1o(6+1)7d
7:7o(_1+1)8d
8:8o(_1+1)9d
9:9o(_1+1)10d
10:9o(_1+1)11d
11:9d(2+1)12n
12:7d(2+1)13n
",1625_1,['P6TA_FS']
188,1625,Hex(4)HexNAc(4)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9b:x_dgal_HEX_x:x
10s:n_acetyl
11b:b_dglc_HEX_x:x
12b:x_dgal_HEX_x:x
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8o(_1+1)9d
9:8d(2+1)10n
10:1o(6+1)11d
11:11o(_1+1)12d
12:11d(2+1)13n
",1625_2,"['P1TS', 'P6TA_FS', 'P6TA_FG', 'P6TA_AG', 'P8H']"
189,1650,Hex(2)HexNAc(5)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4b:x_dgal_HEX_x:x
5b:a_lgal_HEX_x:x|6:d
6b:a_dgal_HEX_x:x
7s:n_acetyl
8s:n_acetyl
9b:b_dglc_HEX_x:x
10b:x_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12b:a_dgal_HEX_x:x
13s:n_acetyl
14s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(2+1)5d
5:4o(3+1)6d
6:6d(2+1)7n
7:3d(2+1)8n
8:1o(6+1)9d
9:9o(_1+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
12:12d(2+1)13n
13:9d(2+1)14n
",1650,['P1TI']
190,1666,Hex(3)HexNAc(5)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5s:n_acetyl
6b:x_dglc_HEX_x:x
7b:x_lgal_HEX_x:x|6:d
8b:x_dgal_HEX_x:x
9s:n_acetyl
10b:b_dglc_HEX_x:x
11b:x_dgal_HEX_x:x
12b:x_HEX_x:x
13s:n_acetyl
14s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4d(2+1)5n
5:3o(_1+1)6d
6:6o(_1+1)7d
7:6o(_1+1)8d
8:6d(2+1)9n
9:1o(6+1)10d
10:10o(_1+1)11d
11:11o(_1+1)12d
12:12d(2+1)13n
13:10d(2+1)14n
",1666_1,"['P8H', 'P9H']"
191,1666,Hex(3)HexNAc(5)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5s:n_acetyl
6b:x_dglc_HEX_x:x
7b:x_lgal_HEX_x:x|6:d
8b:x_dgal_HEX_x:x
9s:n_acetyl
10b:b_dglc_HEX_x:x
11b:x_dgal_HEX_x:x
12b:x_HEX_x:x
13s:n_acetyl
14s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4d(2+1)5n
5:3o(_1+1)6d
6:6o(_1+1)7d
7:6o(_1+1)8d
8:6d(2+1)9n
9:1o(6+1)10d
10:10o(_1+1)11d
11:11o(_1+1)12d
12:12d(2+1)13n
13:10d(2+1)14n
",1666_2,"['P8H', 'P9H']"
192,1666,Hex(3)HexNAc(5)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9s:n_acetyl
10b:b_dgal_HEX_x:x
11b:b_dglc_HEX_x:x
12s:n_acetyl
13b:b_dgal_HEX_x:x
14b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6d(2+1)7n
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:1o(6+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(2+1)14d
",1666_4,"['P1TS', 'P1TI', 'P2TS', 'P4TS']"
193,1682,Hex(4)HexNAc(5),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:x_HEX_x:x
8s:n_acetyl
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:b_dglc_HEX_x:x
13s:n_acetyl
14b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(_1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:1o(6+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
",1682,"['P6TA_FG', 'P5TA_AG']"
194,1697,NeuAc(1)Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
8s:n_acetyl
9s:n_acetyl
10b:b_dglc_HEX_x:x
11b:x_lgal_HEX_x:x|6:d
12b:x_dgal_HEX_x:x
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:6o(3+2)7d
7:7d(5+1)8n
8:4d(2+1)9n
9:1o(6+1)10d
10:10o(_1+1)11d
11:10o(_1+1)12d
12:10d(2+1)13n
",1697_1,"['P5TA_AS', 'P10H']"
195,1697,NeuAc(1)Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
8s:n_acetyl
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:6o(2+1)7d
7:4d(2+1)8n
8:1o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(3+2)12d
12:12d(5+1)13n
",1697_2,['P8H']
196,1697,NeuAc(1)Hex(3)HexNAc(3)dHex(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
8b:b_dgal_HEX_x:x
9b:a_lgal_HEX_x:x|6:d
10b:b_dglc_HEX_x:x
11s:n_acetyl
12b:b_dgal_HEX_x:x
13b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(2+1)9d
9:8o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(2+1)13d
",1697_3,['P1TS']
197,1698,Hex(3)HexNAc(3)dHex(4),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:a_lgal_HEX_x:x|6:d
9b:b_dglc_HEX_x:x
10b:x_lgal_HEX_x:x|6:d
11b:x_dgal_HEX_x:x
12b:a_lgal_HEX_x:x|6:d
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:3o(2+1)8d
8:1o(6+1)9d
9:9o(_1+1)10d
10:9o(_1+1)11d
11:11o(2+1)12d
12:9d(2+1)13n
",1698,['P7TA_AG']
198,1713,NeuAc(1)Hex(4)HexNAc(3)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7b:a_dgal_HEX_x:x
8s:n_acetyl
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
13s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(_1+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:4d(2+1)8n
8:1o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(3+2)12d
12:12d(5+1)13n
",1713,['P10H']
199,1723,Hex(3)HexNAc(6),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:x_HEX_x:x
8s:n_acetyl
9b:b_dglc_HEX_x:x
10s:n_acetyl
11b:b_dgal_HEX_x:x
12b:x_HEX_x:x
13s:n_acetyl
14b:b_dglc_HEX_x:x
15s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(_1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(_1+1)12d
12:12d(2+1)13n
13:1o(6+1)14d
14:14d(2+1)15n
",1723,"['P2TS', 'P4TS', 'P6TA_FG', 'P7TA_AG', 'P10H']"
200,1755,Hex(3)HexNAc(4)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12b:a_dgal_HEX_x:x
13s:n_acetyl
14s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
12:12d(2+1)13n
13:8d(2+1)14n
",1755_1,['P7TA_AG']
201,1755,Hex(3)HexNAc(4)dHex(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
8b:b_dglc_HEX_x:x
9b:x_lgal_HEX_x:x|6:d
10b:x_dgal_HEX_x:x
11b:a_lgal_HEX_x:x|6:d
12b:a_dgal_HEX_x:x
13s:n_acetyl
14s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8o(_1+1)9d
9:8o(_1+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
12:12d(2+1)13n
13:8d(2+1)14n
",1755_2,['P7TA_AG']
